date de saisie;Activitées;description; Montant Brut ;Type;Années
19/02/2023;Professional fees;Charge - Professional fees - fournisseur 318;63 558;Dépenses;2023
07/04/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 822;386 655;Dépenses;2023
27/12/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 745;970 548;Dépenses;2023
16/01/2023;Wholesale Sales;Vente - Wholesale Sales - client 4085;2 804 754;Revenu;2023
04/10/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 285;444 956;Dépenses;2023
19/09/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 429;386 949;Dépenses;2023
01/06/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 605;561 826;Dépenses;2023
21/11/2023;Other Operating Income;Vente - Other Operating Income - client 4181;471 482;Revenu;2023
07/12/2023;Professional fees;Charge - Professional fees - fournisseur 865;118 705;Dépenses;2023
26/07/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 584;118 096;Dépenses;2023
06/08/2023;Export Sales;Vente - Export Sales - client 8925;560 091;Revenu;2023
08/12/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 824;589 653;Dépenses;2023
15/06/2023;Retail Sales;Vente - Retail Sales - client 5560;3 983 291;Revenu;2023
12/05/2023;Retail Sales;Vente - Retail Sales - client 5702;7 803 681;Revenu;2023
03/07/2023;Professional fees;Charge - Professional fees - fournisseur 358;86 994;Dépenses;2023
22/08/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 980;439 730;Dépenses;2023
14/01/2023;Retail Sales;Vente - Retail Sales - client 4077;2 236 668;Revenu;2023
24/03/2023;Retail Sales;Vente - Retail Sales - client 8987;2 188 255;Revenu;2023
12/09/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 784;1 306 813;Dépenses;2023
09/02/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 396;280 112;Dépenses;2023
22/03/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 500;651 592;Dépenses;2023
17/11/2023;Other Operating Income;Description manquante;293 834;Revenu;2023
08/09/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 250;2 665 775;Dépenses;2023
08/04/2023;Other Operating Income;Vente - Other Operating Income - client 7849;203 557;Revenu;2023
18/12/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 415;4 678 465;Dépenses;2023
04/04/2023;Retail Sales;Vente - Retail Sales - client 4251;4 060 461;Revenu;2023
26/08/2023;Retail Sales;Vente - Retail Sales - client 5954;7 116 564;Revenu;2023
23/09/2023;Rent;Charge - Rent - fournisseur 767;240 745;Dépenses;2023
27/04/2023;Rent;Charge - Rent - fournisseur 981;458 880;Dépenses;2023
24/10/2023;Wholesale Sales;Vente - Wholesale Sales - client 2295;2 250 006;Revenu;2023
20/09/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 341;751 483;Dépenses;2023
23/11/2023;Wholesale Sales;Vente - Wholesale Sales - client 5550;2 451 271;Revenu;2023
18/10/2023;Export Sales;Vente - Export Sales - client 9039;1 338 493;Revenu;2023
15/10/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 480;565 597;Dépenses;2023
02/07/2023;Rent;Charge - Rent - fournisseur 395;189 701;Dépenses;2023
20/04/2023;Other Operating Income;Vente - Other Operating Income - client 9664;232 561;Revenu;2023
21/10/2023;Wholesale Sales;Vente - Wholesale Sales - client 1583;2 743 453;Revenu;2023
22/04/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 706;537 177;Dépenses;2023
15/08/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 268;263 873;Dépenses;2023
22/10/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 467;5 670 785;Dépenses;2023
09/11/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 518;4 422 373;Dépenses;2023
20/12/2023;Depreciation;Charge - Depreciation - fournisseur 481;350 820;Dépenses;2023
15/05/2023;Professional fees;Charge - Professional fees - fournisseur 981;136 512;Dépenses;2023
22/01/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 534;403 962;Dépenses;2023
22/06/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 624;524 144;Dépenses;2023
23/10/2023;Wholesale Sales;Vente - Wholesale Sales - client 2213;3 463 220;Revenu;2023
10/06/2023;Other Operating Income;Vente - Other Operating Income - client 1265;136 083;Revenu;2023
22/12/2023;Depreciation;Charge - Depreciation - fournisseur 650;313 576;Dépenses;2023
22/06/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 382;788 312;Dépenses;2023
19/07/2023;Professional fees;Charge - Professional fees - fournisseur 642;100 182;Dépenses;2023
04/06/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 757;2 347 928;Dépenses;2023
19/11/2023;Professional fees;Charge - Professional fees - fournisseur 331;67 006;Dépenses;2023
14/04/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 694;1 003 966;Dépenses;2023
07/07/2023;Professional fees;Charge - Professional fees - fournisseur 986;108 772;Dépenses;2023
07/10/2023;Rent;Charge - Rent - fournisseur 370;269 306;Dépenses;2023
20/10/2023;Export Sales;Vente - Export Sales - client 5310;1 535 934;Revenu;2023
06/04/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 703;166 215;Dépenses;2023
19/11/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 924;134 761;Dépenses;2023
21/02/2023;Other Operating Income;Vente - Other Operating Income - client 6921;282 686;Revenu;2023
11/11/2023;Other Operating Income;Vente - Other Operating Income - client 2021;344 644;Revenu;2023
02/07/2023;Retail Sales;Vente - Retail Sales - client 9169;3 561 595;Revenu;2023
23/05/2023;Export Sales;Vente - Export Sales - client 4593;761 891;Revenu;2023
28/09/2023;Depreciation;Charge - Depreciation - fournisseur 727;468 861;Dépenses;2023
06/03/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 868;2 388 770;Dépenses;2023
03/07/2023;Wholesale Sales;Vente - Wholesale Sales - client 7559;3 514 195;Revenu;2023
24/02/2023;Professional fees;Charge - Professional fees - fournisseur 790;-19 409;Dépenses;2023
16/04/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 351;321 914;Dépenses;2023
04/02/2023;Export Sales;Vente - Export Sales - client 1636;964 834;Revenu;2023
06/09/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 231;1 508 407;Dépenses;2023
12/03/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 291;413 413;Dépenses;2023
01/03/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 588;490 646;Dépenses;2023
13/06/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 377;846 313;Dépenses;2023
04/04/2023;Retail Sales;Vente - Retail Sales - client 5354;3 289 915;Revenu;2023
24/06/2023;Maintenance;Charge - Maintenance - fournisseur 410;85 504;Dépenses;2023
26/07/2023;Depreciation;Charge - Depreciation - fournisseur 643;910 325;Dépenses;2023
17/07/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 835;4 077 100;Dépenses;2023
04/06/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 590;653 290;Dépenses;2023
15/09/2023;Rent;Charge - Rent - fournisseur 384;338 716;Dépenses;2023
12/11/2023;Depreciation;Charge - Depreciation - fournisseur 363;455 626;Dépenses;2023
11/01/2023;Rent;Charge - Rent - fournisseur 534;197 059;Dépenses;2023
08/11/2023;Maintenance;Charge - Maintenance - fournisseur 227;93 186;Dépenses;2023
22/11/2023;Wholesale Sales;Vente - Wholesale Sales - client 5104;2 007 588;Revenu;2023
01/01/2023;Other Operating Income;Vente - Other Operating Income - client 4304;337 132;Revenu;2023
19/05/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 287;697 308;Dépenses;2023
15/01/2023;Depreciation;Charge - Depreciation - fournisseur 417;296 091;Dépenses;2023
02/02/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 825;666 084;Dépenses;2023
28/12/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 539;560 882;Dépenses;2023
09/04/2023;Rent;Charge - Rent - fournisseur 285;433 852;Dépenses;2023
10/07/2023;Retail Sales;Vente - Retail Sales - client 8565;3 367 508;Revenu;2023
05/05/2023;Maintenance;Charge - Maintenance - fournisseur 215;114 619;Dépenses;2023
23/10/2023;Wholesale Sales;Vente - Wholesale Sales - client 2645;1 498 209;Revenu;2023
21/03/2023;Export Sales;Vente - Export Sales - client 3434;562 754;Revenu;2023
23/04/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 806;-897 273;Dépenses;2023
14/02/2023;Export Sales;Vente - Export Sales - client 7628;884 525;Revenu;2023
15/10/2023;Wholesale Sales;Vente - Wholesale Sales - client 2965;1 483 022;Revenu;2023
06/08/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 307;373 570;Dépenses;2023
05/12/2023;Professional fees;Charge - Professional fees - fournisseur 429;141 392;Dépenses;2023
07/03/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 748;375 208;Dépenses;2023
25/01/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 278;959 889;Dépenses;2023
12/08/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 560;246 297;Dépenses;2023
28/02/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 751;124 246;Dépenses;2023
24/12/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 223;897 206;Dépenses;2023
26/12/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 448;484 861;Dépenses;2023
11/12/2023;Other Operating Income;Vente - Other Operating Income - client 6580;1 077 924;Revenu;2023
05/04/2023;Marketing & Sales;Charge - Marketing & Sales - fournisseur 604;257 478;Dépenses;2023
16/11/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 545;397 276;Dépenses;2023
04/12/2023;Export Sales;Vente - Export Sales - client 6212;1 866 925;Revenu;2023
03/04/2023;Other Operating Income;Vente - Other Operating Income - client 7292;227 895;Revenu;2023
18/10/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 370;826 592;Dépenses;2023
23/10/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 529;235 487;Dépenses;2023
24/04/2023;Wholesale Sales;Vente - Wholesale Sales - client 3498;1 422 054;Revenu;2023
20/10/2023;Packaging Purchases;Charge - Packaging Purchases - fournisseur 828;1 020 802;Dépenses;2023
20/05/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 571;274 314;Dépenses;2023
14/04/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 336;398 480;Dépenses;2023
22/10/2023;Wholesale Sales;Vente - Wholesale Sales - client 4607;2 085 607;Revenu;2023
16/01/2023;Retail Sales;Vente - Retail Sales - client 4438;2 426 386;Revenu;2023
24/10/2023;Rent;Charge - Rent - fournisseur 957;260 272;Dépenses;2023
05/07/2023;Maintenance;Charge - Maintenance - fournisseur 897;92 494;Dépenses;2023
13/01/2023;Other Operating Income;Vente - Other Operating Income - client 2126;361 537;Revenu;2023
18/04/2023;Depreciation;Charge - Depreciation - fournisseur 308;596 976;Dépenses;2023
08/04/2023;Wholesale Sales;Vente - Wholesale Sales - client 3436;1 383 000;Revenu;2023
09/08/2023;Professional fees;Charge - Professional fees - fournisseur 332;70 403;Dépenses;2023
04/11/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 573;114 458;Dépenses;2023
04/06/2023;Export Sales;Vente - Export Sales - client 6184;374 530;Revenu;2023
14/03/2023;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 357;82 045;Dépenses;2023
10/07/2023;Maintenance;Charge - Maintenance - fournisseur 366;104 123;Dépenses;2023
10/06/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 849;2 083 410;Dépenses;2023
15/12/2023;Retail Sales;Vente - Retail Sales - client 6658;5 166 031;Revenu;2023
02/09/2023;Retail Sales;Vente - Retail Sales - client 5630;3 429 627;Revenu;2023
11/10/2023;Maintenance;Charge - Maintenance - fournisseur 210;120 163;Dépenses;2023
04/07/2023;Rent;Charge - Rent - fournisseur 854;155 306;Dépenses;2023
22/02/2023;Depreciation;Charge - Depreciation - fournisseur 693;193 574;Dépenses;2023
28/10/2023;Rent;Charge - Rent - fournisseur 966;190 122;Dépenses;2023
11/10/2023;Wholesale Sales;Vente - Wholesale Sales - client 9307;2 345 757;Revenu;2023
01/10/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 220;766 216;Dépenses;2023
14/10/2023;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 539;1 526 780;Dépenses;2023
23/02/2023;Depreciation;Charge - Depreciation - fournisseur 875;202 427;Dépenses;2023
20/07/2023;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 917;380 757;Dépenses;2023
28/03/2023;Professional fees;Charge - Professional fees - fournisseur 832;84 725;Dépenses;2023
07/01/2023;Export Sales;Vente - Export Sales - client 5650;803 638;Revenu;2023
03/05/2023;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 450;2 698 503;Dépenses;2023
27/09/2023;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 399;482 281;Dépenses;2023
21/10/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 520;403 767;Dépenses;2023
22/06/2023;Maintenance;Charge - Maintenance - fournisseur 402;89 219;Dépenses;2023
08/09/2023;Administrative Salaries;Charge - Administrative Salaries - fournisseur 750;579 990;Dépenses;2023
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
